,ID.PLOT,ID.LUS,BIO4,X80.LandUse,X82.Designation,X83.LandTenure,X85.FireOccurrence,X86c.FireAreaM2,X87.FireType,X88.ExpectedFutureTrees,X92.TreeCanopyCoverage,N0,H,Simp,N1,N2,E1,E2,tprec,a.tmin,a.tmax,a.tmean,alt,Pop.pa,HHpop,Province,GEZ,pop.d,S.DistToRoad,Expo,Slope,RELIEF,TEXTURE,DRAINAGE,SOM,FOREST
694,2011474,201147401,66.558878,110030,7,6,3,5000,2,3,5,15,2.152446623,0.8521875,8.605888025,6.765327696,0.573725868,0.451021846,961,13.3,25.98333333,19.60833333,1200,0,0,Central,Tropical dry forest,8645.832031,11875.16417,49,24,3,3,0,1,1
695,2011491,201149101,67.823528,110030,2,3,3,5000,2,3,4,8,1.076810091,0.44921875,2.935301256,1.815602837,0.366912657,0.226950355,892,17.14166667,30.41666667,23.75,626,0,0,Eastern,Tropical dry forest,9584.486328,5348.048978,330,6,1,7,1,1,1
696,2011492,201149201,30.39761908,110030,2,3,3,5000,2,3,4,12,1.964619002,0.778355879,7.132194717,4.511737089,0.59434956,0.375978091,892,17.14166667,30.41666667,23.75,626,0,0,Eastern,Tropical dry forest,9584.486328,5348.048978,320,18,1,7,1,0,1
697,2011493,201149301,34.6122485,110030,3,3,3,5000,2,3,2,8,1.582708264,0.726851852,4.868122134,3.661016949,0.608515267,0.457627119,892,17.14166667,30.41666667,23.75,626,0,0,Eastern,Tropical dry forest,9584.486328,5348.048978,315,6,2,7,1,1,1
698,2011494,201149401,40.29020335,110030,2,3,3,5000,2,3,4,4,0.641218555,0.311111111,1.898793254,1.451612903,0.474698313,0.362903226,892,17.14166667,30.41666667,23.75,626,0,0,Eastern,Tropical dry forest,9584.486328,5348.048978,340,6,3,7,1,2,1
699,2011501,201150101,37.26819924,110020,7,6,3,5000,2,1,5,15,2.282891104,0.854912764,9.804986705,6.892405063,0.65366578,0.459493671,960,16.36666667,29.21666667,22.775,855,1,0,Eastern,Tropical dry forest,15510.67871,251.149908,265,10,5,2,1,1,1
700,2011502,201150201,23.33772403,110020,7,6,3,5000,2,1,5,16,2.021295799,0.74976916,7.548099421,3.996309963,0.471756214,0.249769373,960,16.36666667,29.21666667,22.775,855,1,0,Eastern,Tropical dry forest,15510.67871,251.149908,240,2,1,2,1,2,1
701,2011503,201150301,27.45104406,110020,7,6,3,5000,2,1,5,14,2.20098043,0.850442138,9.033866237,6.686375321,0.64527616,0.477598237,960,16.36666667,29.21666667,22.775,855,1,0,Eastern,Tropical dry forest,15510.67871,251.149908,180,14,5,5,1,2,1
702,2011504,201150401,24.97243178,110020,7,6,3,5000,2,1,5,10,1.748489685,0.767768221,5.745917976,4.306042885,0.574591798,0.430604288,960,16.36666667,29.21666667,22.775,855,1,0,Eastern,Tropical dry forest,15510.67871,251.149908,90,6,1,3,1,3,1
733,2011544,201154401,9.39181368,110020,99,6,1,5000,0,NA,0,3,0.936888308,0.567901235,2.552027924,2.314285714,0.850675975,0.771428571,1014,14.19166667,30.83333333,22.48333333,1027,0,0,Western,Tropical moist deciduous forest,27573.53125,16775.03287,192,0,1,1,0,1,1
741,2011564,201156401,43.28770158,110030,90,6,2,5000,2,1,2,12,2.230159647,0.869806094,9.301350896,7.680851064,0.775112575,0.640070922,969,14.10833333,29.84166667,21.95833333,1109,1,NA,Western,Tropical moist deciduous forest,15253.04883,9237.570692,200,2,1,1,0,0,1
742,2011571,201157101,15.09929549,110030,7,6,3,5000,2,1,4,7,1.335862424,0.623818526,3.803274569,2.658291457,0.543324938,0.379755922,966,13.40833333,28.8,21.075,1185,1,57,Western,Tropical moist deciduous forest,18085.14063,12253.46435,0,2,1,1,0,0,1
743,2011572,201157201,21.58025227,110030,7,6,3,5000,2,1,4,10,2.04557431,0.828125,7.733598743,5.818181818,0.773359874,0.581818182,966,13.40833333,28.8,21.075,1185,1,57,Western,Tropical moist deciduous forest,18085.14063,12253.46435,330,1,1,1,0,0,1
744,2011573,201157301,22.70259118,110030,7,6,3,5000,2,1,4,6,1.382229208,0.654693878,3.983772394,2.895981087,0.663962066,0.482663515,966,13.40833333,28.8,21.075,1185,1,57,Western,Tropical moist deciduous forest,18085.14063,12253.46435,180,1,1,1,0,0,1
745,2011574,201157401,12.92886207,110030,7,6,3,5000,2,1,4,5,1.208413843,0.6336,3.348169714,2.729257642,0.669633943,0.545851528,966,13.40833333,28.8,21.075,1185,1,57,Western,Tropical moist deciduous forest,18085.14063,12253.46435,209,2,1,1,0,0,1
746,2011581,201158101,35.10154297,110030,6,4,2,5000,2,1,3,8,0.692001701,0.266446281,1.997710352,1.363226679,0.249713794,0.170403335,961,13.21666667,28.41666667,20.8,1173,1,0,North-Western,Tropical moist deciduous forest,3061.64624,17155.62012,285,1,1,3,1,1,1
749,2011583,201158301,22.7741612,110030,6,4,2,5000,2,1,3,7,1.061881839,0.462962963,2.891807789,1.862068966,0.413115398,0.266009852,961,13.21666667,28.41666667,20.8,1173,1,0,North-Western,Tropical moist deciduous forest,3061.64624,17155.62012,315,1,1,3,1,1,1
750,2011584,201158401,43.59320894,110030,6,4,2,5000,2,1,3,8,1.094242842,0.470555556,2.986920257,1.888772298,0.373365032,0.236096537,961,13.21666667,28.41666667,20.8,1173,1,0,North-Western,Tropical moist deciduous forest,3061.64624,17155.62012,325,1,1,3,1,1,1
751,2011591,201159101,57.20577533,110030,6,4,1,5000,0,1,4,14,2.033069136,0.788297173,7.637490923,4.723602484,0.545535066,0.337400177,983,12.86666667,27.83333333,20.34166667,1220,1,NA,North-Western,Tropical moist deciduous forest,8983.450195,9731.763685,200,1,1,3,1,2,1
752,2011592,201159201,72.08525199,110030,2,4,2,5000,2,1,3,10,1.334710774,0.630177515,3.798897047,2.704,0.379889705,0.2704,983,12.86666667,27.83333333,20.34166667,1220,1,NA,North-Western,Tropical moist deciduous forest,8983.450195,9731.763685,180,1,1,3,1,1,1
753,2011593,201159301,64.57962036,110030,2,4,2,5000,2,1,3,10,1.615589337,0.706371191,5.030851918,3.405660377,0.503085192,0.340566038,983,12.86666667,27.83333333,20.34166667,1220,1,NA,North-Western,Tropical moist deciduous forest,8983.450195,9731.763685,198,2,1,3,1,1,1
754,2011594,201159401,67.0360606,110030,6,4,2,5000,2,1,4,12,1.413840631,0.557232129,4.111716703,2.258519793,0.342643059,0.188209983,983,12.86666667,27.83333333,20.34166667,1220,1,NA,North-Western,Tropical moist deciduous forest,8983.450195,9731.763685,196,1,1,1,1,1,1
757,2011602,201160201,38.89149537,110030,2,4,2,5000,2,1,3,11,1.97249683,0.815789474,7.188602818,5.428571429,0.653509347,0.493506494,966,13.39166667,28.175,20.75833333,1117,0,0,North-Western,Tropical moist deciduous forest,16789.2168,13093.05854,330,1,1,5,1,0,1
760,2011604,201160401,17.65247144,110030,2,4,1,5000,NA,1,3,3,1.012330839,0.615384615,2.752008033,2.6,0.917336011,0.866666667,966,13.39166667,28.175,20.75833333,1117,0,0,North-Western,Tropical moist deciduous forest,16789.2168,13093.05854,65,1,1,5,2,0,1
761,2011621,201162101,46.8519131,110030,7,4,2,5000,2,1,3,13,2.099558045,0.832409972,8.162561627,5.966942149,0.627889356,0.45899555,967,13.85,27.90833333,20.85,1145,1,484,Central,Tropical moist deciduous forest,27377.41992,3977.604578,315,3,1,5,0,0,1
762,2011622,201162201,99.06347057,110030,7,4,3,5000,2,1,4,23,2.743456684,0.918907429,15.54061135,12.33158585,0.675678754,0.536155906,967,13.85,27.90833333,20.85,1145,1,484,Central,Tropical moist deciduous forest,27377.41992,3977.604578,315,0,1,5,0,0,1
765,2011624,201162401,45.40742884,110030,7,4,3,5000,2,1,4,15,2.190095785,0.826446281,8.936069014,5.761904762,0.595737934,0.384126984,967,13.85,27.90833333,20.85,1145,1,484,Central,Tropical moist deciduous forest,27377.41992,3977.604578,330,3,1,5,0,0,1
766,2011631,201163101,94.75841018,110030,7,6,3,5000,2,3,5,11,1.949795882,0.816948636,7.027253046,5.462947544,0.638841186,0.496631595,955,14.14166667,27.8,20.95,1135,1,90,Central,Tropical moist deciduous forest,19209.90234,9264.951533,225,1,1,2,0,2,1
767,2011632,201163201,119.23571,110030,NA,6,3,5000,2,2,5,11,1.878885764,0.791005291,6.546206776,4.784810127,0.595109707,0.434982739,955,14.14166667,27.8,20.95,1135,1,90,Central,Tropical moist deciduous forest,19209.90234,9264.951533,130,1,1,2,0,2,1
768,2011633,201163301,118.2336757,110030,NA,6,3,5000,2,2,5,15,1.8828981,0.771609011,6.572525123,4.378456459,0.438168342,0.291897097,955,14.14166667,27.8,20.95,1135,1,90,Central,Tropical moist deciduous forest,19209.90234,9264.951533,163,1,1,2,0,1,1
769,2011634,201163401,118.6759238,110030,7,6,3,500,2,3,5,12,1.481595554,0.674602553,4.399960457,3.073164862,0.366663371,0.256097072,955,14.14166667,27.8,20.95,1135,1,90,Central,Tropical moist deciduous forest,19209.90234,9264.951533,140,1,1,2,0,0,1
770,2011641,201164101,32.15033246,110020,6,6,2,NA,1,1,3,12,2.198405502,0.857777778,9.010634598,7.03125,0.750886216,0.5859375,937,14.34166667,27.55833333,20.91666667,1124,1,0,Central,Tropical moist deciduous forest,19771.1543,20590.20502,360,1,1,4,0,0,1
771,2011642,201164201,33.99074187,110030,6,6,2,5000,2,1,3,12,2.092428967,0.841111111,8.104577028,6.293706294,0.675381419,0.524475524,937,14.34166667,27.55833333,20.91666667,1124,1,0,Central,Tropical moist deciduous forest,19771.1543,20590.20502,35,1,1,6,2,0,1
772,2011643,201164301,40.95129022,110020,6,6,2,5000,2,1,1,21,2.520993429,0.884260355,12.44094972,8.6400818,0.592426177,0.411432467,937,14.34166667,27.55833333,20.91666667,1124,1,0,Central,Tropical moist deciduous forest,19771.1543,20590.20502,245,1,1,4,2,0,1
784,2011661,201166101,59.50767442,110030,7,6,3,500,2,2,2,11,1.52942767,0.647093831,4.615534457,2.83361439,0.419594042,0.257601308,905,13.99166667,27.15,20.54166667,1117,0,0,Central,Tropical moist deciduous forest,19990.14258,3785.957025,70,4,1,3,0,0,1
785,2011662,201166201,39.21598415,110030,7,6,3,5000,2,2,2,9,1.76807012,0.774538965,5.859534246,4.435356201,0.651059361,0.492817356,905,13.99166667,27.15,20.54166667,1117,0,0,Central,Tropical moist deciduous forest,19990.14258,3785.957025,56,9,3,2,0,0,1
786,2011662,201166202,0,114000,7,6,3,4700,2,2,3,0,0,0,0,0,0,0,905,13.99166667,27.15,20.54166667,1117,0,0,Central,Tropical moist deciduous forest,19990.14258,3785.957025,56,9,3,2,0,0,1
794,2011672,201167201,30.69494177,110030,7,6,3,5000,2,1,4,10,1.857629502,0.796296296,6.408527349,4.909090909,0.640852735,0.490909091,927,13.24166667,25.975,19.58333333,1194,1,73,Central,Tropical dry forest,11667.91602,9484.006592,165,13,2,2,0,0,1
795,2011673,201167301,27.3445899,110030,7,6,3,5000,2,1,4,11,1.923566231,0.779320988,6.845327009,4.531468531,0.622302455,0.411951685,927,13.24166667,25.975,19.58333333,1194,1,73,Central,Tropical dry forest,11667.91602,9484.006592,180,9,2,2,0,0,1
796,2011674,201167401,27.37613913,110030,7,6,3,5000,2,1,4,11,2.13877759,0.864197531,8.489054178,7.363636364,0.771732198,0.669421488,927,13.24166667,25.975,19.58333333,1194,1,73,Central,Tropical dry forest,11667.91602,9484.006592,0,24,2,5,0,0,1
797,2011681,201168101,67.05396569,110030,2,4,3,5000,2,3,4,10,1.739792317,0.755295836,5.696160305,4.086567164,0.569616031,0.408656716,867,17.54166667,31.24166667,24.375,462,1,29,Central,Tropical dry forest,10947.79004,6325.08288,203,6,3,7,1,1,1
798,2011682,201168201,7.756805458,110030,2,4,3,5000,2,1,3,1,0,0,1,1,1,1,867,17.54166667,31.24166667,24.375,462,1,29,Central,Tropical dry forest,10947.79004,6325.08288,145,14,5,7,1,0,1
799,2011683,201168301,77.84262992,110030,2,4,3,5000,2,3,4,7,0.832466899,0.344135802,2.298983109,1.524705882,0.328426158,0.217815126,867,17.54166667,31.24166667,24.375,462,1,29,Central,Tropical dry forest,10947.79004,6325.08288,120,10,2,7,1,1,1
800,2011684,201168401,56.52273324,110030,2,4,3,5000,2,1,4,8,1.466833978,0.641632653,4.33548714,2.790432802,0.541935893,0.3488041,867,17.54166667,31.24166667,24.375,462,1,29,Central,Tropical dry forest,10947.79004,6325.08288,120,8,2,7,1,1,1
801,2011691,201169101,24.53940986,110030,2,3,1,5000,0,1,4,11,2.185071126,0.867768595,8.891280933,7.5625,0.808298267,0.6875,876,17.575,31.00833333,24.25833333,546,1,70,Eastern,Tropical dry forest,9313.75,5573.085143,310,8,3,3,1,1,1
802,2011692,201169201,15.7493381,110030,2,3,2,5000,2,2,4,13,2.425479705,0.897959184,11.30765245,9.8,0.869819419,0.753846154,876,17.575,31.00833333,24.25833333,546,1,70,Eastern,Tropical dry forest,9313.75,5573.085143,150,6,3,4,1,1,1
803,2011693,201169301,56.81142497,110030,2,3,3,5000,2,3,4,17,2.708634992,0.925619835,15.00877443,13.44444444,0.882869084,0.790849673,876,17.575,31.00833333,24.25833333,546,1,70,Eastern,Tropical dry forest,9313.75,5573.085143,350,22,2,7,1,1,1
804,2011694,201169401,22.78167596,110030,2,3,3,5000,2,3,4,12,2.339371734,0.8828125,10.37471644,8.533333333,0.864559703,0.711111111,876,17.575,31.00833333,24.25833333,546,1,70,Eastern,Tropical dry forest,9313.75,5573.085143,130,24,2,7,1,1,1
846,2011751,201175101,36.89108283,110020,6,6,3,30,2,2,3,7,1.460033395,0.705882353,4.306103326,3.4,0.615157618,0.485714286,946,15,30.21666667,22.58333333,1070,1,NA,Western,Tropical moist deciduous forest,17548.19531,3369.069524,NA,0,1,1,0,0,1
847,2011752,201175201,26.43608325,110020,6,6,2,1000,2,2,2,6,1.575614706,0.75,4.833712019,4,0.80561867,0.666666667,946,15,30.21666667,22.58333333,1070,1,NA,Western,Tropical moist deciduous forest,17548.19531,3369.069524,NA,0,1,1,0,0,1
848,2011753,201175301,23.69779916,110020,6,6,2,500,2,1,2,5,1.312659031,0.659279778,3.716041655,2.93495935,0.743208331,0.58699187,946,15,30.21666667,22.58333333,1070,1,NA,Western,Tropical moist deciduous forest,17548.19531,3369.069524,NA,0,1,1,0,0,1
857,2011771,201177102,0,110030,90,6,NA,NA,NA,1,4,0,0,0,0,0,0,0,908,13.76666667,29.06666667,21.4,1143,1,50,Western,Tropical moist deciduous forest,4951.370605,1391.51849,80,0,3,1,0,0,1
858,2011771,201177101,88.52614936,110020,90,6,2,250,2,1,4,14,2.327028617,0.881076389,10.24744716,8.408759124,0.731960512,0.600625652,908,13.76666667,29.06666667,21.4,1143,1,50,Western,Tropical moist deciduous forest,4951.370605,1391.51849,80,0,3,1,0,0,1
859,2011772,201177201,44.31694499,110020,6,6,3,250,2,3,3,10,2.038483166,0.8504,7.678952667,6.684491979,0.767895267,0.668449198,908,13.76666667,29.06666667,21.4,1143,1,50,Western,Tropical moist deciduous forest,4951.370605,1391.51849,60,0,1,2,0,0,1
860,2011773,201177301,63.30212709,110020,7,6,3,5000,2,2,2,16,2.260321066,0.858654573,9.586166465,7.07486631,0.599135404,0.442179144,908,13.76666667,29.06666667,21.4,1143,1,50,Western,Tropical moist deciduous forest,4951.370605,1391.51849,100,1,1,3,1,0,1
861,2011774,201177401,25.62182271,110030,6,6,3,5000,2,3,2,9,1.90538463,0.819979188,6.721992609,5.554913295,0.746888068,0.617212588,908,13.76666667,29.06666667,21.4,1143,1,50,Western,Tropical moist deciduous forest,4951.370605,1391.51849,49,0,1,3,1,0,1
865,2011783,201178301,45.67919897,110030,6,6,1,5000,2,3,3,9,1.553363751,0.707529844,4.727345078,3.419152276,0.525260564,0.379905808,909,13.25,28.44166667,20.825,1179,1,71,Western,Tropical moist deciduous forest,23203.47656,21241.68583,180,1,1,1,0,0,1
866,2011784,201178401,31.85899184,110030,6,6,1,5000,2,3,3,11,1.668300077,0.68875,5.303145195,3.212851406,0.482104109,0.292077401,909,13.25,28.44166667,20.825,1179,1,71,Western,Tropical moist deciduous forest,23203.47656,21241.68583,90,0,1,1,0,0,1
867,2011791,201179101,18.0991942,110030,2,4,3,5000,2,1,4,5,1.13135201,0.62037037,3.099844688,2.634146341,0.619968938,0.526829268,914,13.09166667,28.15833333,20.59166667,1170,0,0,Central,Tropical moist deciduous forest,11883.47461,8669.252255,114,4,1,2,0,0,1
868,2011792,201179201,17.32099398,110030,2,4,3,5000,2,1,4,7,1.497867589,0.717592593,4.47214245,3.540983607,0.638877493,0.505854801,914,13.09166667,28.15833333,20.59166667,1170,0,0,Central,Tropical moist deciduous forest,11883.47461,8669.252255,55,3,1,4,0,0,1
869,2011793,201179301,22.2147637,110030,2,4,3,5000,2,1,4,7,1.372284436,0.638888889,3.944351027,2.769230769,0.563478718,0.395604396,914,13.09166667,28.15833333,20.59166667,1170,0,0,Central,Tropical moist deciduous forest,11883.47461,8669.252255,90,5,1,4,0,0,1
870,2011794,201179401,20.37418998,110030,2,4,3,5000,2,1,4,5,1.036349118,0.561728395,2.818906708,2.281690141,0.563781342,0.456338028,914,13.09166667,28.15833333,20.59166667,1170,0,0,Central,Tropical moist deciduous forest,11883.47461,8669.252255,45,3,1,4,0,0,1
875,2011811,201181101,45.11264596,110030,4,4,3,5000,2,1,4,10,2.018124315,0.837950139,7.524198662,6.170940171,0.752419866,0.617094017,932,13.225,27.76666667,20.46666667,1184,1,NA,Central,Tropical moist deciduous forest,20287.31641,4515.906657,360,4,1,3,0,0,1
876,2011812,201181201,41.63134166,110030,4,4,3,5000,2,1,5,10,1.573430588,0.66305706,4.823166139,2.967861557,0.482316614,0.296786156,932,13.225,27.76666667,20.46666667,1184,1,NA,Central,Tropical moist deciduous forest,20287.31641,4515.906657,206,5,1,2,0,0,1
877,2011813,201181301,32.7019235,110030,4,4,3,5000,1,1,5,9,1.615987359,0.729916898,5.032854708,3.702564103,0.559206079,0.411396011,932,13.225,27.76666667,20.46666667,1184,1,NA,Central,Tropical moist deciduous forest,20287.31641,4515.906657,251,5,1,3,0,0,1
886,2011824,201182401,8.733615734,110030,90,6,3,5000,2,2,2,7,1.219203284,0.535555556,3.384490183,2.153110048,0.483498598,0.30758715,943,13.63333333,27.76666667,20.675,1202,0,0,Central,Tropical dry forest,7282.888184,3499.44783,90,4,1,3,0,0,1
887,2011831,201183101,115.7045621,110030,4,4,3,5000,2,1,5,17,1.621506639,0.611288265,5.060709238,2.572600492,0.297688779,0.151329441,922,13.76666667,27.35833333,20.53333333,1222,0,0,Central,Tropical moist deciduous forest,23446.87695,6228.927108,155,3,1,2,0,0,1
888,2011832,201183201,90.6000218,110030,4,4,2,5000,2,1,4,16,2.155603527,0.842597513,8.633098918,6.35313977,0.539568682,0.397071236,922,13.76666667,27.35833333,20.53333333,1222,0,0,Central,Tropical moist deciduous forest,23446.87695,6228.927108,98,1,1,2,0,2,1
889,2011833,201183301,89.0047316,110030,4,4,2,5000,2,1,4,23,2.286050275,0.820673832,9.836011318,5.576430976,0.427652666,0.242453521,922,13.76666667,27.35833333,20.53333333,1222,0,0,Central,Tropical moist deciduous forest,23446.87695,6228.927108,180,2,1,2,0,1,1
890,2011834,201183401,98.27601182,110030,4,4,3,5000,2,1,5,21,2.460269713,0.85619057,11.70796891,6.953646898,0.557522329,0.331126043,922,13.76666667,27.35833333,20.53333333,1222,0,0,Central,Tropical moist deciduous forest,23446.87695,6228.927108,132,4,1,2,0,0,1
894,2011842,201184201,31.29397264,110030,7,1,3,5000,2,2,2,6,1.571436864,0.763376932,4.813559657,4.226130653,0.802259943,0.704355109,887,14.21666667,27.35,20.75,1157,0,0,Central,Tropical dry forest,14302.16406,182.3893691,250,1,1,3,0,0,1
897,2011844,201184401,17.94710467,110030,7,1,3,5000,2,2,2,6,1.154326695,0.611328125,3.17188705,2.572864322,0.528647842,0.42881072,887,14.21666667,27.35,20.75,1157,0,0,Central,Tropical dry forest,14302.16406,182.3893691,213,1,1,3,0,0,1
909,2011861,201186101,45.66975557,110030,90,2,1,0,0,1,4,7,1.152373213,0.535339962,3.165696876,2.152111047,0.452242411,0.307444435,793,15.85,29.3,22.55833333,771,0,0,Lusaka,Tropical dry forest,29446.02148,30114.69885,270,14,2,7,1,1,1
910,2011862,201186201,43.1085262,110030,90,2,1,0,0,1,4,14,1.807218006,0.703433923,6.09347183,3.371929825,0.435247988,0.24085213,793,15.85,29.3,22.55833333,771,0,0,Lusaka,Tropical dry forest,29446.02148,30114.69885,270,13,2,7,1,1,1
911,2011863,201186301,39.3615892,110030,90,6,1,0,0,1,4,9,2.098147389,0.863905325,8.151055183,7.347826087,0.905672798,0.816425121,793,15.85,29.3,22.55833333,771,0,0,Lusaka,Tropical dry forest,29446.02148,30114.69885,353,15,3,7,1,0,1
912,2011871,201187101,27.09054515,110030,90,6,2,5000,2,1,4,4,0.587500931,0.27,1.799485753,1.369863014,0.449871438,0.342465753,847,14.90833333,27.76666667,21.325,974,0,0,Lusaka,Tropical dry forest,13272.19629,13619.34524,260,12,2,3,1,1,1
913,2011872,201187201,38.60584471,110030,90,6,2,5000,2,1,4,11,1.112016925,0.439125911,3.040484644,1.782931354,0.276407695,0.162084669,847,14.90833333,27.76666667,21.325,974,0,0,Lusaka,Tropical dry forest,13272.19629,13619.34524,93,12,2,3,1,1,1
914,2011873,201187301,49.7418931,110030,90,6,2,5000,2,1,4,11,1.085050433,0.417360285,2.959589077,1.716326531,0.269053552,0.156029685,847,14.90833333,27.76666667,21.325,974,0,0,Lusaka,Tropical dry forest,13272.19629,13619.34524,327,14,3,2,1,0,1
915,2011874,201187401,39.30204188,110030,90,6,2,5000,2,1,4,7,1.064107469,0.471938776,2.898251051,1.893719807,0.414035864,0.270531401,847,14.90833333,27.76666667,21.325,974,0,0,Lusaka,Tropical dry forest,13272.19629,13619.34524,10,9,2,3,1,1,1
916,2011881,201188101,1.078328308,110030,90,6,NA,NA,NA,1,4,2,0.636514168,0.444444444,1.889881575,1.8,0.944940787,0.9,846,16.39166667,29.45833333,22.9,759,0,0,Lusaka,Tropical dry forest,10186.86719,1184.503351,265,13,3,7,1,0,1
917,2011882,201188201,30.90915865,110030,90,6,NA,NA,NA,1,4,14,2.218309489,0.860113422,9.191778919,7.148648649,0.656555637,0.510617761,846,16.39166667,29.45833333,22.9,759,0,0,Lusaka,Tropical dry forest,10186.86719,1184.503351,352,16,2,7,1,0,1
918,2011883,201188301,14.35502196,110030,90,6,NA,NA,NA,1,4,8,1.593323983,0.725694444,4.920076027,3.64556962,0.615009503,0.455696203,846,16.39166667,29.45833333,22.9,759,0,0,Lusaka,Tropical dry forest,10186.86719,1184.503351,318,12,2,7,1,0,1
919,2011884,201188401,32.70303701,110030,90,6,NA,NA,NA,1,4,13,2.051224288,0.801658163,7.777417077,5.041800643,0.598262852,0.387830819,846,16.39166667,29.45833333,22.9,759,0,0,Lusaka,Tropical dry forest,10186.86719,1184.503351,260,10,3,1,1,1,1
928,2011911,201191101,25.83795418,110020,6,6,3,20,2,1,3,11,1.646564539,0.685950413,5.189122143,3.184210526,0.471738377,0.289473684,893,15.14166667,29.95,22.51666667,1081,1,136,Western,Tropical moist deciduous forest,7840.75293,1003.866442,NA,0,1,1,0,0,1
929,2011912,201191201,36.2146818,110020,7,6,2,10,2,1,3,11,1.844931024,0.769668921,6.32766332,4.341576507,0.57524212,0.394688773,893,15.14166667,29.95,22.51666667,1081,1,136,Western,Tropical moist deciduous forest,7840.75293,1003.866442,NA,0,1,1,0,0,1
930,2011913,201191301,23.6834227,110020,6,6,3,40,2,1,3,8,1.505959053,0.680788897,4.508475424,3.132723112,0.563559428,0.391590389,893,15.14166667,29.95,22.51666667,1081,1,136,Western,Tropical moist deciduous forest,7840.75293,1003.866442,NA,0,1,1,0,0,1
931,2011914,201191401,16.39770269,110020,6,6,3,60,2,1,3,7,1.089155652,0.482698962,2.971763811,1.933110368,0.424537687,0.276158624,893,15.14166667,29.95,22.51666667,1081,1,136,Western,Tropical moist deciduous forest,7840.75293,1003.866442,NA,0,1,1,0,0,1
932,2011921,201192101,38.99187932,110020,7,6,2,5000,2,1,3,8,1.588609767,0.725308642,4.896936311,3.640449438,0.612117039,0.45505618,871,14.58333333,29.69166667,22.11666667,1090,1,177,Western,Tropical moist deciduous forest,5990.369141,30674.84373,360,1,1,1,0,0,1
935,2011923,201192301,36.18919433,110020,7,6,2,5000,2,1,2,8,1.573670021,0.714003945,4.824321105,3.496551724,0.603040138,0.437068966,871,14.58333333,29.69166667,22.11666667,1090,1,177,Western,Tropical moist deciduous forest,5990.369141,30674.84373,180,1,1,1,0,0,1
936,2011924,201192401,37.64460647,110020,6,6,2,5000,2,3,3,8,1.876820905,0.826989619,6.53270373,5.78,0.816587966,0.7225,871,14.58333333,29.69166667,22.11666667,1090,1,177,Western,Tropical moist deciduous forest,5990.369141,30674.84373,NA,NA,NA,NA,NA,NA,1
937,2011931,201193101,34.51988895,110030,6,6,2,5000,2,1,4,11,1.856359871,0.783159801,6.400396049,4.611691023,0.581854186,0.419244638,872,13.775,29.00833333,21.36666667,1150,0,0,Western,Tropical moist deciduous forest,23500.7793,23127.09462,170,1,1,1,0,0,1
938,2011932,201193201,57.40464165,110030,7,6,1,0,0,1,3,13,2.025620417,0.802951389,7.580812747,5.074889868,0.583139442,0.390376144,872,13.775,29.00833333,21.36666667,1150,0,0,Western,Tropical moist deciduous forest,23500.7793,23127.09462,90,1,1,1,0,0,1
939,2011933,201193301,52.69881043,110030,7,6,2,5000,2,1,3,13,2.054835708,0.832175926,7.805555376,5.95862069,0.600427337,0.458355438,872,13.775,29.00833333,21.36666667,1150,0,0,Western,Tropical moist deciduous forest,23500.7793,23127.09462,90,1,1,1,0,0,1
940,2011934,201193401,67.23830904,110030,7,6,2,5000,2,1,3,15,1.773183766,0.681712963,5.889574568,3.141818182,0.392638305,0.209454545,872,13.775,29.00833333,21.36666667,1150,0,0,Western,Tropical moist deciduous forest,23500.7793,23127.09462,260,1,1,1,0,0,1
941,2011941,201194101,44.5726156,110030,6,6,2,5000,2,1,4,18,2.365210798,0.852260591,10.6462828,6.768674699,0.591460156,0.376037483,873,13.25,28.48333333,20.84166667,1179,0,0,Western,Tropical moist deciduous forest,17136.7832,20544.89087,90,1,1,1,0,0,1
